Gene	Gene_ID	index
ARHGDIA	ENSG00000141522	811
ARHGDIB	ENSG00000111348	812
ARHGDIG	ENSG00000242173	813
ARHGEF1	ENSG00000076928	814
ARHGEF2	ENSG00000116584	815
ARHGEF3	ENSG00000163947	816
ARHGEF4	ENSG00000136002	817
ARHGEF5	ENSG00000050327	818
ARHGEF6	ENSG00000129675	819
ARHGEF7	ENSG00000102606	820
ARHGEF9	ENSG00000131089	821
ARHGEF10	ENSG00000104728	822
ARHGEF10L	ENSG00000074964	823
ARHGEF11	ENSG00000132694	824
ARHGEF12	ENSG00000196914	825
ARHGEF15	ENSG00000198844	826
ARHGEF16	ENSG00000130762	827
ARHGEF17	ENSG00000110237	828
ARHGEF18	ENSG00000104880	829
ARHGEF19	ENSG00000142632	830
ARHGEF25	ENSG00000240771	831
ARHGEF26	ENSG00000114790	832
ARHGEF28	ENSG00000214944	833
ARHGEF35	ENSG00000213214	834
ARHGEF37	ENSG00000183111	835
ARHGEF38	ENSG00000236699	836
ARHGEF39	ENSG00000137135	837
ARHGEF40	ENSG00000165801	838
ARID1A	ENSG00000117713	839
ARID1B	ENSG00000049618	840
ARID2	ENSG00000189079	841
ARID3A	ENSG00000116017	842
ARID3B	ENSG00000179361	843
ARID4A	ENSG00000032219	844
ARID4B	ENSG00000054267	845
ARID5A	ENSG00000196843	846
ARID5B	ENSG00000150347	847
ARIH1	ENSG00000166233	848
ARIH2	ENSG00000177479	849
ARIH2OS	ENSG00000221883	850
ARL1	ENSG00000120805	851
ARL2	ENSG00000213465	852
ARL2BP	ENSG00000102931	853
ARL3	ENSG00000138175	854
ARL4A	ENSG00000122644	855
ARL4C	ENSG00000188042	856
ARL4D	ENSG00000175906	857
ARL5A	ENSG00000162980	858
ARL5B	ENSG00000165997	859
ARL5C	ENSG00000141748	860
ARL6	ENSG00000113966	861
ARL6IP1	ENSG00000170540	862
ARL6IP4	ENSG00000182196	863
ARL6IP5	ENSG00000144746	864
ARL6IP6	ENSG00000177917	865
ARL8A	ENSG00000143862	866
ARL8B	ENSG00000134108	867
ARL10	ENSG00000175414	868
ARL11	ENSG00000152213	869
ARL13A	ENSG00000174225	870
ARL13B	ENSG00000169379	871
ARL14	ENSG00000179674	872
ARL14EP	ENSG00000152219	873
ARL15	ENSG00000185305	874
ARL17A	ENSG00000185829	875
ARL17B	ENSG00000228696	876
ARMC1	ENSG00000104442	877
ARMC2	ENSG00000118690	878
ARMC3	ENSG00000165309	879
ARMC4	ENSG00000169126	880
ARMC5	ENSG00000140691	881
ARMC6	ENSG00000105676	882
ARMC7	ENSG00000125449	883
ARMC8	ENSG00000114098	884
ARMC9	ENSG00000135931	885
ARMC10	ENSG00000170632	886
ARMC12	ENSG00000157343	887
ARMCX1	ENSG00000126947	888
ARMCX2	ENSG00000184867	889
ARMCX3	ENSG00000102401	890
ARMCX4	ENSG00000196440	891
ARMCX5	ENSG00000125962	892
ARMCX6	ENSG00000198960	893
ARMS2	ENSG00000254636	894
ARNT	ENSG00000143437	895
ARNT2	ENSG00000172379	896
ARNTL	ENSG00000133794	897
ARNTL2	ENSG00000029153	898
ARPC1A	ENSG00000241685	899
ARPC1B	ENSG00000130429	900
ARPC2	ENSG00000163466	901
ARPC3	ENSG00000111229	902
ARPC4	ENSG00000241553	903
ARPC5	ENSG00000162704	904
ARPC5L	ENSG00000136950	905
ARPP19	ENSG00000128989	906
ARPP21	ENSG00000172995	907
ARR3	ENSG00000120500	908
ARRB1	ENSG00000137486	909
ARRB2	ENSG00000141480	910
ARRDC1	ENSG00000197070	911
ARRDC2	ENSG00000105643	912
ARRDC3	ENSG00000113369	913
ARRDC4	ENSG00000140450	914
ARSE	ENSG00000157399	915
ARSG	ENSG00000141337	916
ARSI	ENSG00000183876	917
ARSJ	ENSG00000180801	918
ARSK	ENSG00000164291	919
ART1	ENSG00000129744	920
ART4	ENSG00000111339	921
ARTN	ENSG00000117407	922
ARX	ENSG00000004848	923
AS3MT	ENSG00000214435	924
ASAH1	ENSG00000104763	925
ASAH2B	ENSG00000204147	926
ASAP1	ENSG00000153317	927
ASAP2	ENSG00000151693	928
ASAP3	ENSG00000088280	929
ASB1	ENSG00000065802	930
ASB2	ENSG00000100628	931
ASB4	ENSG00000005981	932
ASB8	ENSG00000177981	933
ASB9	ENSG00000102048	934
ASB10	ENSG00000146926	935
ASB11	ENSG00000165192	936
ASB12	ENSG00000198881	937
ASB13	ENSG00000196372	938
ASB14	ENSG00000239388	939
ASB15	ENSG00000146809	940
ASB16	ENSG00000161664	941
ASCC1	ENSG00000138303	942
ASCC2	ENSG00000100325	943
ASCC3	ENSG00000112249	944
ASCL1	ENSG00000139352	945
ASCL2	ENSG00000183734	946
ASCL3	ENSG00000176009	947
ASCL4	ENSG00000187855	948
ASCL5	ENSG00000232237	949
ASF1A	ENSG00000111875	950
ASF1B	ENSG00000105011	951
ASGR1	ENSG00000141505	952
ASGR2	ENSG00000161944	953
ASH1L	ENSG00000116539	954
ASH2L	ENSG00000129691	955
ASIC1	ENSG00000110881	956
ASIC2	ENSG00000108684	957
ASIC3	ENSG00000213199	958
ASIC4	ENSG00000072182	959
ASIC5	ENSG00000256394	960
ASIP	ENSG00000101440	961
ASMT	ENSG00000196433	962
ASNA1	ENSG00000198356	963
ASNSD1	ENSG00000138381	964
ASPA	ENSG00000108381	965
ASPG	ENSG00000166183	966
ASPH	ENSG00000198363	967
ASPHD2	ENSG00000128203	968
ASPM	ENSG00000066279	969
ASPN	ENSG00000106819	970
ASPRV1	ENSG00000244617	971
ASPSCR1	ENSG00000169696	972
ASRGL1	ENSG00000162174	973
ASS1	ENSG00000130707	974
ASTE1	ENSG00000034533	975
ASTL	ENSG00000188886	976
ASTN1	ENSG00000152092	977
ASTN2	ENSG00000148219	978
ASXL1	ENSG00000171456	979
ASXL2	ENSG00000143970	980
ASXL3	ENSG00000141431	981
ASZ1	ENSG00000154438	982
ATAD1	ENSG00000138138	983
ATAD2	ENSG00000156802	984
ATAD2B	ENSG00000119778	985
ATAD3A	ENSG00000197785	986
ATAD3B	ENSG00000160072	987
ATAD3C	ENSG00000215915	988
ATAD5	ENSG00000176208	989
ATAT1	ENSG00000137343	990
ATCAY	ENSG00000167654	991
ATF1	ENSG00000123268	992
ATF2	ENSG00000115966	993
ATF4	ENSG00000128272	994
ATF6	ENSG00000118217	995
ATF6B	ENSG00000213676	996
ATF7	ENSG00000170653	997
ATF7IP	ENSG00000171681	998
ATF7IP2	ENSG00000166669	999
ATG2A	ENSG00000110046	1000
ATG2B	ENSG00000066739	1001
ATG3	ENSG00000144848	1002
ATG4A	ENSG00000101844	1003
ATG4B	ENSG00000168397	1004
ATG4C	ENSG00000125703	1005
ATG4D	ENSG00000130734	1006
ATG5	ENSG00000057663	1007
ATG7	ENSG00000197548	1008
ATG9A	ENSG00000198925	1009
ATG9B	ENSG00000181652	1010
ATG10	ENSG00000152348	1011
ATG12	ENSG00000145782	1012
ATG13	ENSG00000175224	1013
ATG14	ENSG00000126775	1014
ATG16L1	ENSG00000085978	1015
ATG16L2	ENSG00000168010	1016
ATIC	ENSG00000138363	1017
ATL1	ENSG00000198513	1018
ATL2	ENSG00000119787	1019
ATL3	ENSG00000184743	1020
ATM	ENSG00000149311	1021
ATMIN	ENSG00000166454	1022
ATN1	ENSG00000111676	1023
ATOH1	ENSG00000172238	1024
ATOH7	ENSG00000179774	1025
ATOH8	ENSG00000168874	1026
ATOX1	ENSG00000177556	1027
ATP1A2	ENSG00000018625	1028
ATP1A3	ENSG00000105409	1029
ATP1A4	ENSG00000132681	1030
ATP1B1	ENSG00000143153	1031
ATP1B2	ENSG00000129244	1032
ATP1B3	ENSG00000069849	1033
ATP2A1	ENSG00000196296	1034
ATP2A2	ENSG00000174437	1035
ATP2A3	ENSG00000074370	1036
ATP2B1	ENSG00000070961	1037
ATP2B2	ENSG00000157087	1038
ATP2B3	ENSG00000067842	1039
ATP2B4	ENSG00000058668	1040
ATP2C1	ENSG00000017260	1041
ATP2C2	ENSG00000064270	1042
ATP4A	ENSG00000105675	1043
ATP4B	ENSG00000186009	1044
ATP5S	ENSG00000125375	1045
ATP6AP1	ENSG00000071553	1046
ATP6AP2	ENSG00000182220	1047
ATP6V1A	ENSG00000114573	1048
ATP6V1B1	ENSG00000116039	1049
ATP6V1B2	ENSG00000147416	1050
ATP6V1C1	ENSG00000155097	1051
ATP6V1C2	ENSG00000143882	1052
ATP6V1D	ENSG00000100554	1053
ATP6V1E1	ENSG00000131100	1054
ATP6V1E2	ENSG00000250565	1055
ATP6V1F	ENSG00000128524	1056
ATP6V1G1	ENSG00000136888	1057
ATP6V1G2	ENSG00000213760	1058
ATP6V1G3	ENSG00000151418	1059
ATP6V1H	ENSG00000047249	1060
ATP6V0A1	ENSG00000033627	1061
ATP6V0A2	ENSG00000185344	1062
ATP6V0A4	ENSG00000105929	1063
ATP6V0B	ENSG00000117410	1064
ATP6V0C	ENSG00000185883	1065
ATP6V0D1	ENSG00000159720	1066
ATP6V0D2	ENSG00000147614	1067
ATP6V0E1	ENSG00000113732	1068
ATP6V0E2	ENSG00000171130	1069
ATP7A	ENSG00000165240	1070
ATP7B	ENSG00000123191	1071
ATP8A1	ENSG00000124406	1072
ATP8A2	ENSG00000132932	1073
ATP8B1	ENSG00000081923	1074
ATP8B2	ENSG00000143515	1075
ATP8B3	ENSG00000130270	1076
ATP8B4	ENSG00000104043	1077
ATP9A	ENSG00000054793	1078
ATP9B	ENSG00000166377	1079
ATP10A	ENSG00000206190	1080
ATP10B	ENSG00000118322	1081
ATP10D	ENSG00000145246	1082
ATP11A	ENSG00000068650	1083
ATP11B	ENSG00000058063	1084
ATP11C	ENSG00000101974	1085
ATP12A	ENSG00000075673	1086
ATP13A1	ENSG00000105726	1087
ATP13A2	ENSG00000159363	1088
ATP13A3	ENSG00000133657	1089
ATP13A4	ENSG00000127249	1090
ATP13A5	ENSG00000187527	1091
ATPAF1	ENSG00000123472	1092
ATPAF2	ENSG00000171953	1093
ATR	ENSG00000175054	1094
ATRAID	ENSG00000138085	1095
ATRIP	ENSG00000164053	1096
ATRN	ENSG00000088812	1097
ATRNL1	ENSG00000107518	1098
ATRX	ENSG00000085224	1099
ATXN1	ENSG00000124788	1100
ATXN1L	ENSG00000224470	1101
ATXN2	ENSG00000204842	1102
ATXN2L	ENSG00000168488	1103
ATXN3	ENSG00000066427	1104
ATXN3L	ENSG00000123594	1105
ATXN7	ENSG00000163635	1106
ATXN7L1	ENSG00000146776	1107
ATXN7L2	ENSG00000162650	1108
ATXN7L3	ENSG00000087152	1109
ATXN7L3B	ENSG00000253719	1110
ATXN10	ENSG00000130638	1111
AUNIP	ENSG00000127423	1112
AURKA	ENSG00000087586	1113
AURKAIP1	ENSG00000175756	1114
AURKB	ENSG00000178999	1115
AURKC	ENSG00000105146	1116
AUTS2	ENSG00000158321	1117
AVEN	ENSG00000169857	1118
AVIL	ENSG00000135407	1119
AVL9	ENSG00000105778	1120
AVP	ENSG00000101200	1121
AVPI1	ENSG00000119986	1122
AVPR1A	ENSG00000166148	1123
AVPR1B	ENSG00000198049	1124
AVPR2	ENSG00000126895	1125
AWAT1	ENSG00000204195	1126
AWAT2	ENSG00000147160	1127
AXDND1	ENSG00000162779	1128
AXIN1	ENSG00000103126	1129
AXIN2	ENSG00000168646	1130
AXL	ENSG00000167601	1131
AZGP1	ENSG00000160862	1132
AZI2	ENSG00000163512	1133
AZIN1	ENSG00000155096	1134
AZU1	ENSG00000172232	1135
B3GALNT1	ENSG00000169255	1136
B3GALNT2	ENSG00000162885	1137
B3GALT1	ENSG00000172318	1138
B3GALT2	ENSG00000162630	1139
B3GALT4	ENSG00000235863	1140
B3GALT5	ENSG00000183778	1141
B3GALT6	ENSG00000176022	1142
B3GAT1	ENSG00000109956	1143
B3GAT2	ENSG00000112309	1144
B3GAT3	ENSG00000149541	1145
B3GNT2	ENSG00000170340	1146
B3GNT3	ENSG00000179913	1147
B3GNT4	ENSG00000176383	1148
B3GNT5	ENSG00000176597	1149
B3GNT6	ENSG00000198488	1150
B3GNT7	ENSG00000156966	1151
B3GNT8	ENSG00000177191	1152
B3GNT9	ENSG00000237172	1153
B3GNTL1	ENSG00000175711	1154
B4GALNT1	ENSG00000135454	1155
B4GALNT2	ENSG00000167080	1156
B4GALNT3	ENSG00000139044	1157
B4GALNT4	ENSG00000182272	1158
B4GALT1	ENSG00000086062	1159
B4GALT2	ENSG00000117411	1160
B4GALT3	ENSG00000158850	1161
B4GALT4	ENSG00000121578	1162
B4GALT5	ENSG00000158470	1163
B4GALT6	ENSG00000118276	1164
B4GALT7	ENSG00000027847	1165
B9D1	ENSG00000108641	1166
B9D2	ENSG00000123810	1167
BAAT	ENSG00000136881	1168
BABAM1	ENSG00000105393	1169
BACE1	ENSG00000186318	1170
BACE2	ENSG00000182240	1171
BACH1	ENSG00000156273	1172
BACH2	ENSG00000112182	1173
BAD	ENSG00000002330	1174
BAG4	ENSG00000156735	1175
BAG6	ENSG00000204463	1176
BAHD1	ENSG00000140320	1177
BAIAP2	ENSG00000175866	1178
BAIAP2L1	ENSG00000006453	1179
BAIAP2L2	ENSG00000128298	1180
BAIAP3	ENSG00000007516	1181
BAK1	ENSG00000030110	1182
BAMBI	ENSG00000095739	1183
BANF1	ENSG00000175334	1184
BANF2	ENSG00000125888	1185
BANK1	ENSG00000153064	1186
BANP	ENSG00000172530	1187
BAP1	ENSG00000163930	1188
BASP1	ENSG00000176788	1189
BATF	ENSG00000156127	1190
BATF2	ENSG00000168062	1191
BATF3	ENSG00000123685	1192
BAX	ENSG00000087088	1193
BAZ1A	ENSG00000198604	1194
BAZ1B	ENSG00000009954	1195
BAZ2A	ENSG00000076108	1196
BAZ2B	ENSG00000123636	1197
BBC3	ENSG00000105327	1198
BBIP1	ENSG00000214413	1199
BBOX1	ENSG00000129151	1200
BBS1	ENSG00000174483	1201
BBS2	ENSG00000125124	1202
BBS5	ENSG00000163093	1203
BBS7	ENSG00000138686	1204
BBS9	ENSG00000122507	1205
BBS10	ENSG00000179941	1206
BBS12	ENSG00000181004	1207
BBX	ENSG00000114439	1208
BCAM	ENSG00000187244	1209
BCAN	ENSG00000132692	1210
BCAP29	ENSG00000075790	1211
BCAP31	ENSG00000185825	1212
BCAR1	ENSG00000050820	1213
BCAR3	ENSG00000137936	1214
BCAS1	ENSG00000064787	1215
BCAS2	ENSG00000116752	1216
BCAS3	ENSG00000141376	1217
BCAS4	ENSG00000124243	1218
BCAT1	ENSG00000060982	1219
BCAT2	ENSG00000105552	1220
BCCIP	ENSG00000107949	1221
BCHE	ENSG00000114200	1222
BCKDHA	ENSG00000248098	1223
BCL2	ENSG00000171791	1224
BCL2A1	ENSG00000140379	1225
BCL2L1	ENSG00000171552	1226
BCL2L2	ENSG00000129473	1227
BCL2L10	ENSG00000137875	1228
BCL2L11	ENSG00000153094	1229
BCL2L13	ENSG00000099968	1230
BCL2L14	ENSG00000121380	1231
BCL2L15	ENSG00000188761	1232
BCL3	ENSG00000069399	1233
BCL6	ENSG00000113916	1234
BCL6B	ENSG00000161940	1235
BCL7A	ENSG00000110987	1236
BCL9L	ENSG00000186174	1237
BCL10	ENSG00000142867	1238
BCL11A	ENSG00000119866	1239
BCL11B	ENSG00000127152	1240
BCLAF1	ENSG00000029363	1241
BCO2	ENSG00000197580	1242
BCOR	ENSG00000183337	1243
BCORL1	ENSG00000085185	1244
BCR	ENSG00000186716	1245
BCS1L	ENSG00000074582	1246
BDH1	ENSG00000161267	1247
BDH2	ENSG00000164039	1248
BDKRB1	ENSG00000100739	1249
BDKRB2	ENSG00000168398	1250
BDP1	ENSG00000145734	1251
BEAN1	ENSG00000166546	1252
BECN1	ENSG00000126581	1253
BEGAIN	ENSG00000183092	1254
BEND2	ENSG00000177324	1255
BEND3	ENSG00000178409	1256
BEND4	ENSG00000188848	1257
BEND5	ENSG00000162373	1258
BEND6	ENSG00000151917	1259
BEND7	ENSG00000165626	1260
BEST1	ENSG00000167995	1261
BEST2	ENSG00000039987	1262
BEST3	ENSG00000127325	1263
BEST4	ENSG00000142959	1264
BET1	ENSG00000105829	1265
BET1L	ENSG00000177951	1266
BEX2	ENSG00000133134	1267
BEX4	ENSG00000102409	1268
BEX5	ENSG00000184515	1269
BFAR	ENSG00000103429	1270
BFSP1	ENSG00000125864	1271
BFSP2	ENSG00000170819	1272
BGLAP	ENSG00000242252	1273
BGN	ENSG00000182492	1274
BHLHA9	ENSG00000205899	1275
BHLHA15	ENSG00000180535	1276
BHLHB9	ENSG00000198908	1277
BHLHE22	ENSG00000180828	1278
BHLHE23	ENSG00000125533	1279
BHLHE40	ENSG00000134107	1280
BHLHE41	ENSG00000123095	1281
BHMT	ENSG00000145692	1282
BICD2	ENSG00000185963	1283
BIK	ENSG00000100290	1284
BIN1	ENSG00000136717	1285
BIN2	ENSG00000110934	1286
BIRC2	ENSG00000110330	1287
BIRC3	ENSG00000023445	1288
BIRC5	ENSG00000089685	1289
BIRC6	ENSG00000115760	1290
BIRC7	ENSG00000101197	1291
BIRC8	ENSG00000163098	1292
BIVM	ENSG00000134897	1293
BLCAP	ENSG00000166619	1294
BLID	ENSG00000259571	1295
BLK	ENSG00000136573	1296
BLM	ENSG00000197299	1297
BLMH	ENSG00000108578	1298
BLNK	ENSG00000095585	1299
BLOC1S1	ENSG00000135441	1300
BLOC1S2	ENSG00000196072	1301
BLOC1S3	ENSG00000189114	1302
BLOC1S4	ENSG00000186222	1303
BLOC1S5	ENSG00000188428	1304
BLOC1S6	ENSG00000104164	1305
BLVRA	ENSG00000106605	1306
BLVRB	ENSG00000090013	1307
BLZF1	ENSG00000117475	1308
BMF	ENSG00000104081	1309
BMI1	ENSG00000168283	1310
BMP1	ENSG00000168487	1311
BMP2	ENSG00000125845	1312
BMP2K	ENSG00000138756	1313
BMP4	ENSG00000125378	1314
BMP6	ENSG00000153162	1315
BMP7	ENSG00000101144	1316
BMP8B	ENSG00000116985	1317
BMP15	ENSG00000130385	1318
BMPER	ENSG00000164619	1319
BMPR1A	ENSG00000107779	1320
BMPR1B	ENSG00000138696	1321
BMPR2	ENSG00000204217	1322
BMS1	ENSG00000165733	1323
BMX	ENSG00000102010	1324
BNC1	ENSG00000169594	1325
BNC2	ENSG00000173068	1326
BNIP1	ENSG00000113734	1327
BNIP2	ENSG00000140299	1328
BNIP3	ENSG00000176171	1329
BNIP3L	ENSG00000104765	1330
BNIPL	ENSG00000163141	1331
BOC	ENSG00000144857	1332
BOD1	ENSG00000145919	1333
BOD1L1	ENSG00000038219	1334
BOD1L2	ENSG00000228075	1335
BOK	ENSG00000176720	1336
BOLA1	ENSG00000178096	1337
BOLA2	ENSG00000183336	1338
BOLL	ENSG00000152430	1339
BOP1	ENSG00000170727	1340
BORA	ENSG00000136122	1341
BPHL	ENSG00000137274	1342
BPI	ENSG00000101425	1343
BPIFA1	ENSG00000198183	1344
BPIFA2	ENSG00000131050	1345
BPIFA3	ENSG00000131059	1346
BPIFB1	ENSG00000125999	1347
BPIFB2	ENSG00000078898	1348
BPIFB3	ENSG00000186190	1349
BPIFB4	ENSG00000186191	1350
BPIFB6	ENSG00000167104	1351
BPIFC	ENSG00000184459	1352
BPTF	ENSG00000171634	1353
BPY2	ENSG00000183753	1354
BPY2B	ENSG00000183795	1355
BPY2C	ENSG00000185894	1356
BRAF	ENSG00000157764	1357
BRAP	ENSG00000089234	1358
BRAT1	ENSG00000106009	1359
BRCA1	ENSG00000012048	1360
BRCA2	ENSG00000139618	1361
BRCC3	ENSG00000185515	1362
BRD1	ENSG00000100425	1363
BRD2	ENSG00000204256	1364
BRD3	ENSG00000169925	1365
BRD4	ENSG00000141867	1366
BRD7	ENSG00000166164	1367
BRD8	ENSG00000112983	1368
BRD9	ENSG00000028310	1369
BRDT	ENSG00000137948	1370
BRF1	ENSG00000185024	1371
BRF2	ENSG00000104221	1372
BRI3BP	ENSG00000184992	1373
BRICD5	ENSG00000182685	1374
BRINP1	ENSG00000078725	1375
BRINP2	ENSG00000198797	1376
BRINP3	ENSG00000162670	1377
BRIP1	ENSG00000136492	1378
BRIX1	ENSG00000113460	1379
BRK1	ENSG00000254999	1380
BRMS1	ENSG00000174744	1381
BRMS1L	ENSG00000100916	1382
BROX	ENSG00000162819	1383
BRPF1	ENSG00000156983	1384
BRPF3	ENSG00000096070	1385
BRS3	ENSG00000102239	1386
BRSK1	ENSG00000160469	1387
BRSK2	ENSG00000174672	1388
BRWD1	ENSG00000185658	1389
BRWD3	ENSG00000165288	1390
BSCL2	ENSG00000168000	1391
BSDC1	ENSG00000160058	1392
BSG	ENSG00000172270	1393
BSN	ENSG00000164061	1394
BSND	ENSG00000162399	1395
BSPH1	ENSG00000188334	1396
BSPRY	ENSG00000119411	1397
BST1	ENSG00000109743	1398
BST2	ENSG00000130303	1399
BSX	ENSG00000188909	1400
BTAF1	ENSG00000095564	1401
BTBD3	ENSG00000132640	1402
BTBD6	ENSG00000184887	1403
BTBD7	ENSG00000011114	1404
BTBD9	ENSG00000183826	1405
BTBD10	ENSG00000148925	1406
BTBD11	ENSG00000151136	1407
BTBD16	ENSG00000138152	1408
BTBD17	ENSG00000204347	1409
BTF3	ENSG00000145741	1410
BTF3L4	ENSG00000134717	1411
BTG1	ENSG00000133639	1412
BTG2	ENSG00000159388	1413
BTG3	ENSG00000154640	1414
BTG4	ENSG00000137707	1415
BTK	ENSG00000010671	1416
BTLA	ENSG00000186265	1417
BTN1A1	ENSG00000124557	1418
BTN2A1	ENSG00000112763	1419
BTN2A2	ENSG00000124508	1420
BTN3A1	ENSG00000026950	1421
BTN3A2	ENSG00000186470	1422
BTN3A3	ENSG00000111801	1423
BTNL2	ENSG00000204290	1424
BTNL3	ENSG00000168903	1425
BTNL8	ENSG00000113303	1426
BTNL9	ENSG00000165810	1427
BTRC	ENSG00000166167	1428
BUB1	ENSG00000169679	1429
BUB1B	ENSG00000156970	1430
BUB3	ENSG00000154473	1431
BUD13	ENSG00000137656	1432
BUD31	ENSG00000106245	1433
BVES	ENSG00000112276	1434
BYSL	ENSG00000112578	1435
BZW1	ENSG00000082153	1436
BZW2	ENSG00000136261	1437
C1D	ENSG00000197223	1438
C1GALT1	ENSG00000106392	1439
C1GALT1C1	ENSG00000171155	1440
C1orf21	ENSG00000116667	1441
C1orf35	ENSG00000143793	1442
C1orf43	ENSG00000143612	1443
C1orf50	ENSG00000164008	1444
C1orf52	ENSG00000162642	1445
C1orf54	ENSG00000118292	1446
C1orf56	ENSG00000143443	1447
C1orf61	ENSG00000125462	1448
C1orf68	ENSG00000198854	1449
C1orf74	ENSG00000162757	1450
C1orf87	ENSG00000162598	1451
C1orf94	ENSG00000142698	1452
C1orf109	ENSG00000116922	1453
C1orf112	ENSG00000000460	1454
C1orf115	ENSG00000162817	1455
C1orf116	ENSG00000182795	1456
C1orf122	ENSG00000197982	1457
C1orf123	ENSG00000162384	1458
C1orf127	ENSG00000175262	1459
C1orf131	ENSG00000143633	1460
C1orf158	ENSG00000157330	1461
C1orf159	ENSG00000131591	1462
C1orf162	ENSG00000143110	1463
C1orf167	ENSG00000215910	1464
C1orf174	ENSG00000198912	1465
C1orf185	ENSG00000204006	1466
C1orf198	ENSG00000119280	1467
C1orf210	ENSG00000253313	1468
C1orf216	ENSG00000142686	1469
C1orf226	ENSG00000239887	1470
C1QBP	ENSG00000108561	1471
C1QC	ENSG00000159189	1472
C1QL1	ENSG00000131094	1473
C1QL2	ENSG00000144119	1474
C1QL3	ENSG00000165985	1475
C1QL4	ENSG00000186897	1476
C1QTNF1	ENSG00000173918	1477
C1QTNF2	ENSG00000145861	1478
C1QTNF3	ENSG00000082196	1479
C1QTNF4	ENSG00000172247	1480
C1QTNF5	ENSG00000223953	1481
C1QTNF6	ENSG00000133466	1482
C1QTNF7	ENSG00000163145	1483
C1QTNF8	ENSG00000184471	1484
C1QTNF9	ENSG00000240654	1485
C1QTNF9B	ENSG00000205863	1486
C1RL	ENSG00000139178	1487
C2CD2	ENSG00000157617	1488
C2CD2L	ENSG00000172375	1489
C2CD3	ENSG00000168014	1490
C2CD4A	ENSG00000198535	1491
C2CD4B	ENSG00000205502	1492
C2CD4C	ENSG00000183186	1493
C2CD4D	ENSG00000225556	1494
C2CD5	ENSG00000111731	1495
C2orf15	ENSG00000241962	1496
C2orf16	ENSG00000221843	1497
C2orf40	ENSG00000119147	1498
C2orf42	ENSG00000115998	1499
C2orf49	ENSG00000135974	1500
C2orf50	ENSG00000150873	1501
C2orf66	ENSG00000187944	1502
C2orf69	ENSG00000178074	1503
C2orf70	ENSG00000173557	1504
C2orf72	ENSG00000204128	1505
C2orf73	ENSG00000177994	1506
C2orf74	ENSG00000237651	1507
C2orf76	ENSG00000186132	1508
C2orf78	ENSG00000187833	1509
C2orf80	ENSG00000188674	1510
C2orf81	ENSG00000159239	1511
C2orf83	ENSG00000042304	1512
C2orf88	ENSG00000187699	1513
C3	ENSG00000125730	1514
C3AR1	ENSG00000171860	1515
C3orf14	ENSG00000114405	1516
C3orf18	ENSG00000088543	1517
C3orf20	ENSG00000131379	1518
C3orf22	ENSG00000180697	1519
C3orf30	ENSG00000163424	1520
C3orf33	ENSG00000174928	1521
C3orf35	ENSG00000198590	1522
C3orf36	ENSG00000221972	1523
C3orf38	ENSG00000179021	1524
C3orf52	ENSG00000114529	1525
C3orf56	ENSG00000214324	1526
C3orf58	ENSG00000181744	1527
C3orf62	ENSG00000188315	1528
C3orf67	ENSG00000163689	1529
C4A	ENSG00000244731	1530
C4B	ENSG00000224389	1531
C4BPA	ENSG00000123838	1532
C4BPB	ENSG00000123843	1533
C4orf3	ENSG00000164096	1534
C4orf17	ENSG00000138813	1535
C4orf19	ENSG00000154274	1536
C4orf33	ENSG00000151470	1537
C4orf36	ENSG00000163633	1538
C4orf45	ENSG00000164123	1539
C4orf46	ENSG00000205208	1540
C4orf47	ENSG00000205129	1541
C4orf50	ENSG00000181215	1542
C5	ENSG00000106804	1543
C5AR1	ENSG00000197405	1544
C5AR2	ENSG00000134830	1545
C5orf15	ENSG00000113583	1546
C5orf22	ENSG00000082213	1547
C5orf24	ENSG00000181904	1548
C5orf30	ENSG00000181751	1549
C5orf34	ENSG00000172244	1550
C5orf38	ENSG00000186493	1551
C5orf46	ENSG00000178776	1552
C5orf47	ENSG00000185056	1553
C5orf49	ENSG00000215217	1554
C5orf51	ENSG00000205765	1555
C5orf63	ENSG00000164241	1556
C6orf10	ENSG00000204296	1557
C6orf15	ENSG00000204542	1558
C6orf47	ENSG00000204439	1559
C6orf48	ENSG00000204387	1560
C6orf58	ENSG00000184530	1561
C6orf62	ENSG00000112308	1562
C6orf89	ENSG00000198663	1563
C6orf106	ENSG00000196821	1564
C6orf118	ENSG00000112539	1565
C6orf120	ENSG00000185127	1566
C6orf132	ENSG00000188112	1567
C6orf136	ENSG00000204564	1568
C6orf141	ENSG00000197261	1569
C6orf201	ENSG00000185689	1570
C6orf203	ENSG00000130349	1571
C6orf222	ENSG00000189325	1572
C6orf223	ENSG00000181577	1573
C6orf226	ENSG00000221821	1574
C7orf25	ENSG00000136197	1575
C7orf26	ENSG00000146576	1576
C7orf43	ENSG00000146826	1577
C7orf50	ENSG00000146540	1578
C7orf61	ENSG00000185955	1579
C8orf33	ENSG00000182307	1580
C8orf34	ENSG00000165084	1581
C8orf37	ENSG00000156172	1582
C8orf44	ENSG00000213865	1583
C8orf48	ENSG00000164743	1584
C8orf58	ENSG00000241852	1585
C8orf76	ENSG00000189376	1586
C8orf82	ENSG00000213563	1587
C8orf86	ENSG00000196166	1588
C9orf3	ENSG00000148120	1589
C9orf16	ENSG00000171159	1590
C9orf24	ENSG00000164972	1591
C9orf40	ENSG00000135045	1592
