#node_index In_vivo_essentiality  GWAS_Mpval  pLI ncGERP  RVIS_percentile slr_dn/ds GDI gene_age
node	attribute_0	attribute_1	attribute_2	attribute_3	attribute_4	attribute_5	attribute_6	attribute_7
14251	1.25567219294961e-17	-0.745526192476482	0.385905856806754	-0.19798603478027	-0.0565103029632014	-0.288313841505336	-0.494090645178183	-0.208484687483645
13938	1.25567219294961e-17	1.28358938364414	2.95549081888376	-0.00881424239362192	-0.291496225701625	-0.484104741477171	-0.494090645178183	-0.208484687483645
3702	1.25567219294961e-17	1.37093902586936	-0.00760100069196414	0.258777856659383	-0.140949183546943	-0.395417460183502	-0.494090645178183	-0.531154386284633
11697	1.25567219294961e-17	0.22465698848239	0.172671876324399	0.883618019393514	0.103460403290384	-0.187965704826959	-0.494090645178183	0.279454857044677
1454	0.397368499397626	-0.808884749579242	-0.176964229173843	-0.41903040794503	0.296743494921944	-0.133619477074982	-0.494090645178183	0.385699757869392
4710	-0.118537305588522	-0.505701840283356	-0.0564983453287434	-1.54282550430316	-0.1687391948783	-0.482793430663746	-0.494090645178183	-0.0471498380831518
2443	0.939324063150235	1.91598150832314	-0.922816634207637	1.18147760522621	0.517460315688305	0.0388248339856861	0.459545255889609	0.901184276685603
4904	1.25567219294961e-17	-0.808259896869243	-1.29958815631688	1.27365586042772	0.121274513118178	1.66698175451279	-0.494090645178183	-0.216354680137328
5056	1.25567219294961e-17	1.67831186963376	0.328456943666639	-1.03263491270962	-0.299298805806199	-0.452352467297438	-0.494090645178183	-0.0235398601221039
8683	1.25567219294961e-17	-0.771951082957191	1.39698875592027	-0.45503037328719	-0.388030886858438	-0.492467701358819	-0.494090645178183	-0.318664584635202
13001	1.25567219294961e-17	-0.808700425918505	-1.12793912905685	1.05284078640282	-0.130973282043378	0.828916388842068	-0.494090645178183	-0.397364511172028
8711	1.25567219294961e-17	-0.80811675005665	-0.180382876914569	-1.4639465993532	-0.256651826878461	-0.472234795220189	-0.494090645178183	-0.243899654425217
7090	1.25567219294961e-17	1.46167882869815	0.128336207300065	-0.126215403243582	0.276613550816537	-0.498392003940729	0.459545255889609	-0.208484687483645
4080	-0.247606023635352	0.164951938132237	-0.184018503064115	0.98405104371535	-0.0285421505335656	1.15929716086964	-0.494090645178183	-0.354079551576774
11763	0.032739632389323	1.91606898479303	1.22494279951329	-0.587106679243395	-0.31075327842547	-0.284614882492883	-0.494090645178183	0.653279508094601
